user_id,avg_transaction
USER_0305,446.5484615384616
USER_0878,535.8937500000001
USER_0689,395.58384615384614
USER_0933,630.1525
USER_0537,529.0407692307692
USER_0859,564.5155000000001
USER_0200,553.8275
USER_0715,559.0807692307692
USER_0360,410.0158333333333
USER_0239,583.1583333333333
USER_0709,438.4145454545455
USER_0241,614.6540000000001
USER_0981,595.0375
USER_0858,547.0954545454546
USER_0905,515.4731578947368
USER_0247,604.5018181818182
USER_0429,401.21444444444455
USER_0951,588.9555555555555
USER_0387,606.514
USER_0068,372.6007142857143
USER_0314,963.16
USER_0776,468.43499999999995
USER_0606,491.3675
USER_0185,535.08
USER_0946,359.01624999999996
USER_0551,286.031
USER_0206,500.8718181818182
USER_0357,706.0699999999999
USER_0458,666.3733333333334
USER_0656,656.2885714285713
USER_0121,434.52
USER_0966,470.94454545454556
USER_0049,387.26714285714286
USER_0461,574.68125
USER_0525,447.92875
USER_0213,458.8945454545455
USER_0356,550.5966666666666
USER_0202,507.23400000000004
USER_0353,512.649
USER_0972,331.3625
USER_0105,444.4629999999999
USER_0150,626.513
USER_0325,675.3244444444445
USER_0629,361.86636363636364
USER_0302,466.1000000000001
USER_0589,553.4125
USER_0803,585.4177777777777
USER_0586,579.2900000000001
USER_0093,470.6378571428571
USER_0113,443.35999999999996
USER_0084,500.44444444444446
USER_0969,354.111
USER_0099,495.8
USER_0133,382.23
USER_0125,518.7938461538462
USER_0275,463.19181818181823
USER_0912,565.4449999999999
USER_0298,441.76545454545453
USER_0521,432.812
USER_0799,558.125
USER_0368,267.50142857142856
USER_0556,610.9730000000001
USER_0260,508.1033333333333
USER_0862,512.6455555555556
USER_0531,475.79625
USER_0997,417.42999999999995
USER_0998,500.823
USER_0764,605.6036363636363
USER_0188,612.0400000000001
USER_0922,523.3493333333333
USER_0652,369.44249999999994
USER_0538,549.4686363636363
USER_0737,614.316
USER_0894,637.3146153846154
USER_0885,508.4820000000001
USER_0438,585.0044444444445
USER_0686,539.1153846153846
USER_0561,519.23625
USER_0147,346.74363636363637
USER_0827,441.58363636363634
USER_0897,547.1554545454546
USER_0077,575.1146153846155
USER_0428,546.9222222222221
USER_0249,614.4354545454546
USER_0595,599.25
USER_0191,478.4622222222222
USER_0853,678.6612499999999
USER_0059,581.1608333333332
USER_0591,715.6139999999999
USER_0170,491.3733333333333
USER_0906,595.2608333333334
USER_0179,596.0566666666667
USER_0550,590.3811111111111
USER_0534,646.195
USER_0089,637.75
USER_0831,370.05933333333337
USER_0796,478.60999999999996
USER_0788,576.8508333333334
USER_0371,452.90428571428566
USER_0016,526.8138461538462
USER_0920,562.331
USER_0982,589.9144444444443
USER_0549,457.919
USER_0056,391.50624999999997
USER_0810,536.9653333333333
USER_0404,345.8357142857143
USER_0242,404.1360000000001
USER_0889,514.893
USER_0494,523.3299999999999
USER_0697,488.11842105263156
USER_0485,520.24
USER_0062,543.2344444444445
USER_0716,528.6033333333334
USER_0088,508.3888888888889
USER_0636,463.17769230769227
USER_0433,538.3841176470587
USER_0916,438.49375
USER_0182,474.59272727272725
USER_0058,323.86583333333334
USER_0917,408.6857142857143
USER_0352,398.26750000000004
USER_0199,561.276
USER_0673,363.96111111111105
USER_0683,387.4811111111111
USER_0541,212.98555555555555
USER_0169,432.9591666666667
USER_0543,436.51250000000005
USER_0389,683.6066666666666
USER_0236,417.70124999999996
USER_0307,364.3983333333333
USER_0512,565.8272727272727
USER_0361,347.4916666666666
USER_0220,650.5777777777778
USER_0363,504.35727272727274
USER_0101,599.16
USER_0576,535.661111111111
USER_0640,498.82923076923066
USER_0876,630.0233333333333
USER_0445,582.9111764705883
USER_0765,449.2322222222222
USER_0604,657.766
USER_0376,405.461
USER_0884,446.06714285714287
USER_0456,620.4877777777778
USER_0229,579.4857142857143
USER_0895,377.1442857142857
USER_0005,463.3511111111111
USER_0330,517.9900000000001
USER_0129,395.55333333333346
USER_0051,473.1263636363636
USER_0079,393.4866666666667
USER_0995,463.938888888889
USER_0612,445.43466666666677
USER_0487,595.2946666666666
USER_0879,670.6179999999999
USER_0926,487.4157142857143
USER_0065,313.2099999999999
USER_0904,395.64000000000004
USER_0481,531.4690909090909
USER_0127,471.9549999999999
USER_0411,451.44800000000004
USER_0025,437.4982352941177
USER_0406,529.1107692307693
USER_0955,570.4069999999999
USER_0270,449.1775
USER_0155,664.7287499999999
USER_0449,610.5618181818181
USER_0857,355.5988235294118
USER_0380,412.4810526315789
USER_0145,334.18625
USER_0580,502.28909090909093
USER_0447,474.8455555555556
USER_0845,439.2714285714286
USER_0992,414.68499999999995
USER_0224,606.252
USER_0468,471.26625
USER_0109,506.9754545454545
USER_0703,483.00857142857143
USER_0663,571.4475
USER_0497,438.98333333333335
USER_0875,473.89099999999996
USER_0791,532.0841176470587
USER_0273,531.8924999999999
USER_0181,533.48
USER_0339,615.4209999999999
USER_0488,297.40666666666664
USER_0282,587.1842857142857
USER_0713,536.6745454545454
USER_0522,359.26
USER_0699,642.4225
USER_0790,377.71999999999997
USER_0565,503.1225
USER_0180,476.33875
USER_0112,520.5142857142857
USER_0598,628.0266666666668
USER_0453,546.3950000000001
USER_0657,486.66555555555556
USER_0227,470.99285714285713
USER_0786,330.495
USER_0948,316.42800000000005
USER_0847,569.9981818181818
USER_0874,569.934
USER_0120,723.7
USER_0274,529.4625
USER_0013,609.205
USER_0823,582.1984615384615
USER_0367,521.883
USER_0359,574.401111111111
USER_0738,453.72615384615386
USER_0329,611.5825
USER_0499,448.2827272727273
USER_0001,572.4585
USER_0548,535.8616666666667
USER_0961,493.6554545454546
USER_0153,542.5445454545455
USER_0477,460.8938461538462
USER_0592,567.8727272727273
USER_0252,502.192
USER_0044,561.50375
USER_0108,603.8175
USER_0106,495.36583333333346
USER_0207,493.058
USER_0927,402.068
USER_0007,590.5362499999999
USER_0031,504.6316666666667
USER_0968,512.9061111111109
USER_0742,501.6075000000001
USER_0524,436.22166666666664
USER_0090,377.12999999999994
USER_0850,552.2141666666666
USER_0711,308.59375
USER_0023,491.0716666666667
USER_0835,554.705
USER_0354,536.886
USER_0318,560.1358333333334
USER_0557,454.7072727272727
USER_0880,542.575
USER_0804,527.2925
USER_0721,582.5791666666667
USER_0869,578.46
USER_0868,334.114
USER_0085,514.1245454545455
USER_0045,546.765
USER_0018,481.16615384615375
USER_0913,589.8033333333335
USER_0040,434.73600000000005
USER_0394,605.3046153846154
USER_0594,444.0972727272728
USER_0451,542.019
USER_0980,389.22999999999996
USER_0507,228.47600000000003
USER_0873,550.843076923077
USER_0347,762.6455555555555
USER_0825,720.1053846153845
USER_0196,342.26888888888885
USER_0696,473.115
USER_0828,536.385
USER_0388,365.7622222222223
USER_0942,405.3427272727273
USER_0571,460.08444444444444
USER_0896,356.3583333333333
USER_0962,502.65333333333325
USER_0631,512.3577777777778
USER_0698,347.4749999999999
USER_0680,507.11555555555555
USER_0622,583.1925
USER_0839,616.5528571428571
USER_0228,434.52454545454543
USER_0553,323.3963636363637
USER_0614,384.0709090909091
USER_0573,419.11375
USER_0975,421.7616666666666
USER_0608,431.82250000000005
USER_0414,398.51
USER_0774,543.3066666666666
USER_0287,453.29599999999994
USER_0555,388.0523076923077
USER_0766,675.1566666666666
USER_0967,403.06888888888886
USER_0841,464.081875
USER_0061,621.5328571428572
USER_0004,505.5263636363637
USER_0848,568.5407142857142
USER_0301,369.6425
USER_0687,445.2391666666667
USER_0843,570.2479999999999
USER_0856,491.596
USER_0315,622.799411764706
USER_0769,648.862
USER_0022,641.1075
USER_0492,513.416
USER_0945,469.7018181818181
USER_0479,508.0572727272727
USER_0909,635.23125
USER_0846,468.6744444444444
USER_0918,557.4116666666667
USER_0588,574.99
USER_0910,547.3090909090909
USER_0871,437.9075
USER_0792,503.07545454545453
USER_0293,401.4014285714285
USER_0319,499.9925
USER_0135,511.41400000000004
USER_0798,363.7366666666667
USER_0564,633.7900000000001
USER_0009,477.047
USER_0888,582.3599999999999
USER_0137,452.9842857142857
USER_0067,566.4859999999999
USER_0756,432.91266666666667
USER_0175,486.6122222222223
USER_0814,472.084
USER_0148,667.15375
USER_0034,392.865
USER_0662,533.9666666666666
USER_0259,497.8264285714286
USER_0647,429.8328571428571
USER_0898,428.082
USER_0480,587.0985714285715
USER_0621,558.5875
USER_0654,480.98749999999995
USER_0124,422.01000000000005
USER_0156,554.841
USER_0842,448.58124999999995
USER_0667,384.4
USER_0415,558.805
USER_0066,524.3788888888889
USER_0408,598.6666666666666
USER_0929,451.99999999999994
USER_0958,495.9971428571429
USER_0308,521.70875
USER_0979,605.4350000000001
USER_0935,596.3238461538461
USER_0130,587.74
USER_0633,592.429090909091
USER_0032,538.2984615384615
USER_0624,686.1299999999999
USER_0268,419.71833333333325
USER_0240,491.2088888888889
USER_0700,405.0321052631579
USER_0391,446.10571428571427
USER_0186,553.6184210526316
USER_0928,409.1816666666666
USER_0748,442.4914285714286
USER_0369,487.005
USER_0609,725.2744444444446
USER_0704,552.7371428571429
USER_0877,455.686
USER_0940,574.5712500000002
USER_0233,608.2014285714286
USER_0758,639.9233333333334
USER_0486,660.384
USER_0601,607.1663636363635
USER_0472,621.2481818181818
USER_0439,620.5145454545453
USER_0872,609.000909090909
USER_0566,526.2624999999999
USER_0677,535.9849999999999
USER_0285,465.03307692307686
USER_0996,441.48699999999997
USER_0834,702.1185714285714
USER_0046,619.4705263157895
USER_0484,490.759
USER_0714,488.53266666666667
USER_0132,637.3185714285713
USER_0818,768.6655555555557
USER_0037,402.2509090909091
USER_0122,348.4100000000001
USER_0157,747.6133333333332
USER_0111,439.3471428571429
USER_0691,441.7341666666666
USER_0205,511.10499999999996
USER_0442,586.423
USER_0789,564.0285714285715
USER_0250,688.42
USER_0441,395.32230769230773
USER_0655,611.7357142857143
USER_0435,485.94090909090903
USER_0114,363.43142857142857
USER_0178,485.7
USER_0644,414.2733333333333
USER_0374,593.3033333333333
USER_0057,518.8845454545454
USER_0373,490.64571428571435
USER_0547,438.525
USER_0244,538.6615384615385
USER_0197,406.78285714285715
USER_0410,436.23249999999996
USER_0739,369.1385714285714
USER_0294,642.51
USER_0978,501.89833333333337
USER_0582,277.9857142857143
USER_0678,748.185
USER_0727,668.114
USER_0514,325.44874999999996
USER_0753,507.03000000000003
USER_0030,535.1714285714286
USER_0770,550.3093333333333
USER_0527,557.5728571428572
USER_0457,412.5984615384615
USER_0382,346.80333333333334
USER_0218,600.3825
USER_0710,591.0271428571428
USER_0941,468.00333333333333
USER_0498,554.913
USER_0732,470.8044444444445
USER_0653,336.71750000000003
USER_0401,466.9871428571428
USER_0502,548.6536363636363
USER_0060,271.14166666666665
USER_0705,490.67153846153843
USER_0626,477.8723076923077
USER_0098,435.974
USER_0511,421.6323529411764
USER_0822,260.642
USER_0258,607.8733333333333
USER_0685,455.7233333333333
USER_0816,543.21
USER_0529,435.34
USER_0782,366.2885714285714
USER_0340,554.2385714285714
USER_0161,410.98545454545456
USER_0745,466.6714285714285
USER_0706,516.32875
USER_0482,543.1436363636363
USER_0802,494.92785714285714
USER_0440,498.3235714285715
USER_0959,275.72249999999997
USER_0117,440.2863636363636
USER_0619,506.86437500000005
USER_0304,549.9999999999999
USER_0427,539.6635714285715
USER_0726,664.7425000000001
USER_0351,554.3774999999999
USER_0650,463.5491666666667
USER_0443,402.3911111111111
USER_0350,464.9236363636364
USER_0583,550.83
USER_0041,486.24
USER_0341,527.992
USER_0702,447.92999999999995
USER_0747,657.4680000000001
USER_0829,505.4718181818182
USER_0578,543.7770588235294
USER_0080,694.928888888889
USER_0952,478.006
USER_0970,511.75000000000006
